Code,Food Name,대분류,중분류,fc,vg,cs,si
B12106,소고기간,일반외식 및 배달음식,일반외식,FC21S03,7,CS01,0
B12109,순대전골,일반외식 및 배달음식,일반외식,FC20S02,7,CS01,1
B12110,순두부짬뽕,일반외식 및 배달음식,일반외식,FC07S06,5,CS13,0
B12111,시래기해장국,일반외식 및 배달음식,일반외식,FC04S04,7,CS01,1
B12113,야채곱창볶음,일반외식 및 배달음식,일반외식,FC09S04,7,CS01,1
B12114,양평해장국,일반외식 및 배달음식,일반외식,FC04S04,7,CS01,1
B12116,어묵튀김,일반외식 및 배달음식,일반외식,FC22S02,5,CS01,0
B12117,얼큰칼국수,일반외식 및 배달음식,일반외식,FC07S01,5,CS01,0
B12122,오징어순대,일반외식 및 배달음식,일반외식,FC21S02,5,CS01,0
B12124,우럭매운탕,일반외식 및 배달음식,일반외식,FC04S03,5,CS01,1
B12127,울면,일반외식 및 배달음식,일반외식,FC07S06,7,CS13,0
B12128,육회초밥,일반외식 및 배달음식,일반외식,FC08S02,7,CS03,0
B12129,은행구이,일반외식 및 배달음식,일반외식,FC03S04,1,CS01,0
B12130,잡채말이튀김,일반외식 및 배달음식,일반외식,FC22S04,7,CS01,0
B12131,장어롤,일반외식 및 배달음식,일반외식,FC08S02,5,CS13,1
B12132,쟁반국수,일반외식 및 배달음식,일반외식,FC07S01,1,CS13,1
B12133,전복버터구이,일반외식 및 배달음식,일반외식,FC03S02,5,CS13,0
B12134,제육볶음,일반외식 및 배달음식,일반외식,FC09S04,7,CS01,1
B12135,조기구이,일반외식 및 배달음식,일반외식,FC03S02,5,CS01,0
B12136,주꾸미삽겹살볶음,일반외식 및 배달음식,일반외식,FC09S03,7,CS01,1
B12138,차돌된장찌개,일반외식 및 배달음식,일반외식,FC20S02,7,CS01,0
B12140,참소라초밥,일반외식 및 배달음식,일반외식,FC08S02,5,CS03,0
B12142,치즈곱창,일반외식 및 배달음식,일반외식,FC09S04,7,CS13,0
B12143,치즈달걀말이,일반외식 및 배달음식,일반외식,FC16S02,4,CS13,0
B12144,치즈닭갈비,일반외식 및 배달음식,일반외식,FC09S04,6,CS13,0
B12148,칠리새우,일반외식 및 배달음식,일반외식,FC22S02,6,CS02,0
B12150,칼국수,일반외식 및 배달음식,일반외식,FC07S01,5,CS01,0
B12154,코다리냉면,일반외식 및 배달음식,일반외식,FC07S02,5,CS01,1
B12165,해물뚝배기,일반외식 및 배달음식,일반외식,FC20S01,5,CS01,0
B12166,해물라면,일반외식 및 배달음식,일반외식,FC07S03,5,CS13,0
B12167,해물순두부찌개,일반외식 및 배달음식,일반외식,FC20S01,5,CS01,0
B12168,황도,일반외식 및 배달음식,일반외식,FC18S01,1,CS01,0
C01002,영양떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01003,고구마떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01004,망개떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01005,모시떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01006,모시송편,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01007,무지개떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01008,밤떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01009,빙떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01010,소떡소떡,끼니 대체 메뉴,떡,FC03S01,7,CS13,1
C01011,술떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01012,쑥떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01013,쑥버무리,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01014,씨앗호떡,끼니 대체 메뉴,떡,FC03S01,1,CS01,0
C01015,앙금절편,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01016,약밥,끼니 대체 메뉴,떡,FC01S01,1,CS01,0
C01017,오메기떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01018,옥수수떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01019,콩떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01020,호떡,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C01021,호박송편,끼니 대체 메뉴,떡,FC01S02,1,CS01,0
C02002,감자빵,끼니 대체 메뉴,빵,FC10S01,2,CS13,0
C02003,감자핫도그,끼니 대체 메뉴,빵,FC10S04,7,CS13,0
C02004,게살고로케,끼니 대체 메뉴,빵,FC10S01,5,CS13,0
C02005,경주빵,끼니 대체 메뉴,빵,FC10S06,4,CS13,0
C02006,경주찰보리빵,끼니 대체 메뉴,빵,FC10S06,4,CS13,0
C02007,계란빵,끼니 대체 메뉴,빵,FC10S06,7,CS13,0
C02008,고구마식빵,끼니 대체 메뉴,빵,FC10S05,3,CS13,0
C02009,고구마케이크,끼니 대체 메뉴,빵,FC10S07,4,CS13,0
C02011,고구마핫도그,끼니 대체 메뉴,빵,FC10S04,7,CS13,0
C02022,단팥크림빵,끼니 대체 메뉴,빵,FC10S08,4,CS13,0
C02023,단호박크럼블,끼니 대체 메뉴,빵,FC10S01,3,CS13,0
C02095,인절미크로플,끼니 대체 메뉴,빵,FC10S01,4,CS08,0
C02111,팥붕어빵,끼니 대체 메뉴,빵,FC10S01,4,CS12,0
C03150,김치낙지죽,끼니 대체 메뉴,죽,FC02S04,4,CS12,0
C03151,김치죽,끼니 대체 메뉴,죽,FC10S01,4,CS08,0
C03152,낙지죽,끼니 대체 메뉴,죽,FC10S01,4,CS13,0
C03153,녹두죽,끼니 대체 메뉴,죽,FC10S07,4,CS08,0
C03157,흑임자죽,끼니 대체 메뉴,죽,FC19S02,1,CS01,0
D08014,오곡라떼,음료 및 차류,유제품,FC14S04,2,CS13,0
D08015,인절미빙수,음료 및 차류,유제품,FC13S01,2,CS13,0
D08016,죠리퐁라떼,음료 및 차류,유제품,FC14S04,2,CS13,0
D08022,팥빙수,음료 및 차류,유제품,FC13S01,2,CS13,0
